topic,stem,example_word,cooc_n,doc_freq
regulation,thimann,thimann,2,12
regulation,thirtieth,thirtieth,2,12
regulation,thompson,thompson,2,68
regulation,thrill,thrilled,2,30
regulation,tidi,tidiness,2,17
regulation,tightest,tightest,2,22
regulation,titan,titanic,2,13
regulation,tito,tito,2,18
regulation,toolset,toolset,2,10
regulation,topalova,topalova,2,13
regulation,topographi,topography,2,17
regulation,topolog,topology,2,14
regulation,toshihiko,toshihiko,2,77
regulation,tournament,tournament,2,19
regulation,toy,toys,2,22
regulation,tpi,tpi,2,19
regulation,tpp,tpp,2,10
regulation,tracker,tracker,2,71
regulation,trainer,trainer,2,31
regulation,transplant,transplanted,2,17
regulation,trek,trek,2,10
regulation,triad,triad,2,19
regulation,tribul,tribulations,2,15
regulation,triennial,triennial,2,88
regulation,trodden,trodden,2,19
regulation,tumultu,tumultuous,2,40
regulation,turnbul,turnbull,2,20
regulation,twitter,twitter,2,47
regulation,typifi,typified,2,20
regulation,typolog,typologies,2,13
regulation,ugli,ugly,2,48
regulation,ulf,ulf,2,15
regulation,unaccompani,unaccompanied,2,12
regulation,unbal,unbalances,2,12
regulation,unchalleng,unchallenged,2,22
regulation,uncontest,uncontested,2,18
regulation,unconvinc,unconvinced,2,35
regulation,uncorrel,uncorrelated,2,41
regulation,undercurr,undercurrent,2,14
regulation,underlay,underlay,2,19
regulation,underplay,underplay,2,27
regulation,underpredict,underpredict,2,17
regulation,underr,underrate,2,11
regulation,undersecretari,undersecretary,2,36
regulation,underwat,underwater,2,52
regulation,underweight,underweight,2,18
regulation,undisciplin,undisciplined,2,24
regulation,undivid,undivided,2,25
regulation,undon,undone,2,30
regulation,unend,unending,2,11
regulation,unfeas,unfeasibility,2,18
regulation,unidentifi,unidentified,2,19
regulation,unimped,unimpeded,2,20
regulation,uniniti,uninitiated,2,16
regulation,uninterest,uninteresting,2,13
regulation,unison,unison,2,24
regulation,unjust,unjustly,2,16
regulation,unmatch,unmatched,2,19
regulation,unmix,unmixed,2,12
regulation,unproblemat,unproblematic,2,18
regulation,unrecord,unrecorded,2,16
regulation,unregist,unregistered,2,27
regulation,unremit,unremitting,2,16
regulation,unrival,unrivalled,2,13
regulation,unsold,unsold,2,91
regulation,unsteadi,unsteady,2,13
regulation,unsupport,unsupported,2,23
regulation,untangl,untangle,2,27
regulation,unwin,unwin,2,25
regulation,upbeat,upbeat,2,79
regulation,upload,uploaded,2,23
regulation,uruguay,uruguay,2,36
regulation,vaunt,vaunted,2,13
regulation,vayano,vayanos,2,36
regulation,venezuela,venezuela,2,58
regulation,ventura,ventura,2,13
regulation,verbal,verbal,2,46
regulation,vereinigung,vereinigung,2,10
regulation,vernacular,vernacular,2,26
regulation,victor,victor,2,51
regulation,vinal,vinals,2,15
regulation,vine,vines,2,14
regulation,virt,virt,2,11
regulation,viscer,visceral,2,12
regulation,viswanathan,viswanathan,2,11
regulation,vive,vives,2,16
regulation,voucher,vouchers,2,23
regulation,vow,vow,2,15
regulation,vox,vox,2,21
regulation,voyag,voyage,2,38
regulation,waa,waas,2,31
regulation,wadhwani,wadhwani,2,62
regulation,wag,wagging,2,16
regulation,waigel,waigel,2,13
regulation,walmart,walmart,2,17
regulation,walrasian,walrasian,2,10
regulation,wander,wandering,2,19
regulation,warren,warren,2,46
regulation,warrior,warrior,2,10
regulation,wastag,wastage,2,14
regulation,waver,waver,2,25
regulation,wax,waxed,2,33
regulation,wealthiest,wealthiest,2,22
regulation,weil,weil,2,15
regulation,weimar,weimar,2,16
regulation,weo,weo,2,161
regulation,wesley,wesley,2,20
regulation,westwood,westwood,2,11
regulation,wheeler,wheeler,2,16
regulation,whelan,whelan,2,18
regulation,whim,whims,2,27
regulation,whisker,whisker,2,19
regulation,wield,wield,2,26
regulation,wildcat,wildcat,2,16
regulation,wine,wine,2,58
regulation,woman,woman,2,86
regulation,wool,wool,2,17
regulation,workload,workload,2,36
regulation,worldcom,worldcom,2,36
regulation,woven,woven,2,36
regulation,wreak,wreak,2,36
regulation,wrought,wrought,2,47
regulation,wyman,wyman,2,23
regulation,wyo,wyo,2,85
regulation,xavier,xavier,2,23
regulation,xiv,xiv,2,17
regulation,xix,xix,2,21
regulation,xvii,xvii,2,12
regulation,xviii,xviii,2,21
regulation,yate,yates,2,44
regulation,zeitung,zeitung,2,32
regulation,zengin,zengin,2,11
regulation,zervo,zervos,2,12
regulation,zur,zur,2,44
regulation,zurcher,zurcher,2,19
regulation,aaron,aaron,1,25
regulation,abe,abe,1,37
regulation,abf,abf,1,26
regulation,abiad,abiad,1,14
regulation,abspp,abspp,1,19
regulation,abstain,abstain,1,35
regulation,absurd,absurdly,1,59
regulation,acapulco,acapulco,1,13
regulation,accolad,accolades,1,10
regulation,acumen,acumen,1,28
regulation,adduc,adduced,1,13
regulation,ado,ado,1,27
regulation,adrift,adrift,1,12
regulation,aec,aec,1,18
regulation,aep,aeps,1,18
regulation,afxc,afxc,1,10
regulation,agri,agri,1,33
regulation,agribusi,agribusiness,1,14
regulation,ahluwalia,ahluwalia,1,23
regulation,ahn,ahn,1,16
regulation,ailment,ailments,1,16
regulation,airplan,airplane,1,33
regulation,al,als,1,25
regulation,alastair,alastair,1,27
regulation,albania,albania,1,21
regulation,alberto,alberto,1,62
regulation,alcald,alcalde,1,10
regulation,algo,algo,1,13
regulation,ali,ali,1,58
regulation,alic,alice,1,79
regulation,alina,alina,1,29
regulation,alison,alison,1,26
regulation,allegi,allegiance,1,11
regulation,alma,alma,1,27
regulation,altitud,altitude,1,14
regulation,altunba,altunbas,1,17
regulation,amamiya,amamiya,1,29
regulation,amano,amano,1,13
regulation,amartya,amartya,1,20
regulation,ambival,ambivalence,1,31
regulation,ammer,ammer,1,13
regulation,amor,amore,1,13
regulation,amus,amuse,1,33
regulation,andhra,andhra,1,80
regulation,annul,annul,1,14
regulation,antagonist,antagonists,1,12
regulation,anteced,antecedents,1,25
regulation,anu,anu,1,19
regulation,aofm,aofm,1,19
regulation,apologis,apologise,1,21
regulation,apparel,apparel,1,45
regulation,applaus,applause,1,28
regulation,appointe,appointees,1,19
regulation,apposit,apposite,1,21
regulation,apprehend,apprehended,1,15
regulation,ara,ara,1,16
regulation,arcand,arcand,1,10
regulation,archaeolog,archaeological,1,13
regulation,archetyp,archetypal,1,16
regulation,archipelago,archipelago,1,23
regulation,arctic,arctic,1,16
regulation,argentinian,argentinian,1,26
regulation,ari,ary,1,13
regulation,armour,armour,1,14
regulation,armstrong,armstrong,1,10
regulation,artefact,artefact,1,24
regulation,aspen,aspen,1,28
regulation,assault,assault,1,18
regulation,asterisk,asterisk,1,15
regulation,astronom,astronomical,1,14
regulation,astronomi,astronomy,1,10
regulation,astut,astute,1,30
regulation,asynchron,asynchronous,1,19
regulation,athen,athens,1,73
regulation,atheoret,atheoretical,1,10
regulation,atish,atish,1,15
regulation,atkin,atkin,1,11
regulation,attitudin,attitudinal,1,32
regulation,auclert,auclert,1,12
regulation,audac,audacity,1,14
regulation,augustus,augustus,1,11
regulation,auspici,auspicious,1,17
regulation,autarki,autarkies,1,11
regulation,autorit,autorite,1,17
regulation,auxiliari,auxiliary,1,30
regulation,avdjiev,avdjiev,1,11
regulation,averi,avery,1,24
regulation,aw,awful,1,25
regulation,awash,awash,1,32
regulation,awe,awe,1,76
regulation,axel,axel,1,23
regulation,ayhan,ayhan,1,17
regulation,aziz,aziz,1,12
regulation,baaack,baaack,1,27
regulation,backcast,backcast,1,14
regulation,bahama,bahamas,1,10
regulation,bai,bai,1,13
regulation,baili,baily,1,25
regulation,ballantyn,ballantyne,1,12
regulation,baltensperg,baltensperger,1,10
regulation,baltimor,baltimore,1,25
regulation,bancon,bancon,1,15
regulation,barbiero,barbiero,1,14
regulation,bard,bard,1,25
regulation,barn,barnes,1,19
regulation,barnichon,barnichon,1,14
regulation,bas,bas,1,10
regulation,basebal,baseball,1,36
regulation,basu,basu,1,17
regulation,bat,bat,1,23
regulation,bate,bate,1,12
regulation,bath,bath,1,22
regulation,battellino,battellino,1,34
regulation,battlefield,battlefield,1,16
regulation,baumeist,baumeister,1,14
regulation,bbc,bbc,1,29
regulation,bbps,bbps,1,14
regulation,bbva,bbva,1,15
regulation,beach,beach,1,35
regulation,beer,beer,1,32
regulation,beig,beige,1,24
regulation,bekaert,bekaert,1,21
regulation,belarus,belarus,1,20
regulation,belov,beloved,1,33
regulation,bemoan,bemoan,1,17
regulation,berk,berkes,1,12
regulation,bernac,bernacer,1,11
regulation,berri,berry,1,24
regulation,bertrand,bertrand,1,15
regulation,beyer,beyer,1,19
regulation,bhattacharya,bhattacharya,1,23
regulation,bholat,bholat,1,15
regulation,bhutta,bhutta,1,15
regulation,biannual,biannual,1,73
regulation,bidirect,bidirectional,1,11
regulation,billon,billon,1,11
regulation,biomass,biomass,1,13
regulation,birthplac,birthplace,1,23
regulation,birthrat,birthrate,1,43
regulation,bizarr,bizarre,1,17
regulation,bleed,bleeding,1,12
regulation,blower,blower,1,16
regulation,bnp,bnp,1,52
regulation,boca,boca,1,15
regulation,bohr,bohr,1,10
regulation,bolivia,bolivia,1,17
regulation,bologna,bologna,1,15
regulation,bomb,bomb,1,49
regulation,bonn,bonn,1,32
regulation,boon,boon,1,19
regulation,boot,boot,1,23
regulation,botswana,botswana,1,24
regulation,boucinha,boucinha,1,28
regulation,bouey,bouey,1,24
regulation,bounti,bountiful,1,14
regulation,bowen,bowen,1,12
regulation,boyer,boyer,1,10
regulation,bpl,bpl,1,10
regulation,brad,brad,1,35
regulation,bradley,bradley,1,19
regulation,brandt,brandt,1,31
regulation,brasilia,brasilia,1,22
regulation,brayton,brayton,1,16
regulation,breakneck,breakneck,1,12
regulation,breakout,breakout,1,24
regulation,breckenfeld,breckenfelder,1,16
regulation,bred,bred,1,22
regulation,brent,brent,1,120
regulation,brewer,brewer,1,13
regulation,bribe,bribes,1,16
regulation,brightest,brightest,1,43
regulation,brittl,brittle,1,11
regulation,brochur,brochure,1,38
regulation,bronz,bronze,1,20
regulation,bruce,bruce,1,68
regulation,bruis,bruised,1,14
regulation,brunner,brunner,1,40
regulation,bryan,bryan,1,16
regulation,brynjolfsson,brynjolfsson,1,46
regulation,bsi,bsi,1,14
regulation,btu,btu,1,10
regulation,budi,budi,1,25
regulation,buffalo,buffalo,1,10
regulation,burda,burda,1,10
regulation,burnham,burnham,1,10
regulation,bursari,bursary,1,11
regulation,buse,buses,1,17
regulation,butcher,butcher,1,10
regulation,butler,butler,1,19
regulation,butt,butt,1,23
regulation,byth,bythe,1,32
regulation,cacophoni,cacophony,1,19
regulation,cagr,cagr,1,19
regulation,cai,cai,1,33
regulation,calamit,calamitous,1,17
regulation,caldara,caldara,1,16
regulation,calderon,calderon,1,10
regulation,calif,calif,1,49
regulation,camba,camba,1,18
regulation,camdessus,camdessus,1,35
regulation,canari,canary,1,14
regulation,canzoneri,canzoneri,1,16
regulation,careless,careless,1,36
regulation,carpent,carpenter,1,22
regulation,carpet,carpet,1,14
regulation,carr,carr,1,28
regulation,carter,carter,1,47
regulation,carvalho,carvalho,1,23
regulation,cassidi,cassidy,1,22
regulation,catalog,catalog,1,14
regulation,catherin,catherine,1,61
regulation,cattl,cattle,1,37
regulation,ceaseless,ceaseless,1,11
regulation,cecilia,cecilia,1,15
regulation,ceic,ceic,1,38
regulation,ceja,ceja,1,18
regulation,celsius,celsius,1,23
regulation,centenni,centennial,1,42
regulation,centim,centimes,1,11
regulation,cgap,cgap,1,10
regulation,chadha,chadha,1,14
regulation,chakraborti,chakraborty,1,18
regulation,championship,championship,1,16
regulation,chan,chan,1,26
regulation,chapel,chapel,1,10
regulation,chapman,chapman,1,32
regulation,charlemagn,charlemagne,1,24
regulation,charm,charming,1,27
regulation,chat,chats,1,33
regulation,chatter,chatter,1,10
regulation,chatterje,chatterjee,1,10
regulation,che,che,1,11
regulation,cheapen,cheapen,1,11
regulation,cheng,cheng,1,10
regulation,chennai,chennai,1,63
regulation,chess,chess,1,11
regulation,cheung,cheung,1,13
regulation,chiara,chiara,1,43
regulation,chidambaram,chidambaram,1,16
regulation,chit,chits,1,15
regulation,chorus,chorus,1,14
regulation,christina,christina,1,66
regulation,chung,chung,1,44
regulation,chuo,chuo,1,11
regulation,ciccarelli,ciccarelli,1,60
regulation,cinema,cinema,1,15
regulation,citicorp,citicorp,1,13
regulation,civilian,civilian,1,49
regulation,clare,clare,1,98
regulation,clarendon,clarendon,1,26
regulation,classmat,classmates,1,13
regulation,cleland,cleland,1,52
regulation,climax,climax,1,22
regulation,clo,clo,1,10
regulation,clone,cloning,1,13
regulation,clous,clouse,1,12
regulation,clutch,clutches,1,19
regulation,coat,coat,1,31
regulation,coen,coen,1,16
regulation,coenen,coenen,1,57
regulation,coerc,coercing,1,11
regulation,coffer,coffers,1,22
regulation,cog,cog,1,13
regulation,cohabit,cohabitation,1,13
regulation,coibion,coibion,1,42
regulation,coleman,coleman,1,11
regulation,collid,collider,1,12
regulation,cologn,cologne,1,17
regulation,colombia,colombia,1,96
regulation,color,colored,1,104
regulation,columbus,columbus,1,18
regulation,comin,comin,1,11
regulation,commodit,commoditized,1,12
regulation,commoditis,commoditisation,1,11
regulation,commut,commute,1,66
regulation,compatriot,compatriot,1,11
regulation,composur,composure,1,11
regulation,concessionari,concessionary,1,10
regulation,concili,conciliation,1,13
regulation,concord,concordance,1,13
regulation,condol,condolences,1,41
regulation,congeni,congenial,1,28
regulation,congreg,congregation,1,25
regulation,conquest,conquest,1,39
regulation,consol,consol,1,37
regulation,conspir,conspire,1,16
regulation,constern,consternation,1,10
regulation,consul,consulation,1,17
regulation,convenor,convenor,1,16
regulation,convoc,convocations,1,25
regulation,convolut,convoluted,1,14
regulation,cooler,cooler,1,12
regulation,coppin,coppins,1,16
regulation,corrigan,corrigan,1,19
regulation,cosponsor,cosponsored,1,36
regulation,costeffect,costeffective,1,18
regulation,costello,costello,1,12
regulation,cote,cote,1,20
regulation,counterargu,counterarguments,1,18
regulation,covar,covar,1,16
regulation,cowl,cowles,1,17
regulation,crave,crave,1,20
regulation,crept,crept,1,30
regulation,cruel,cruel,1,12
regulation,cryptograph,cryptographically,1,20
regulation,cso,cso,1,22
regulation,cube,cubed,1,10
regulation,cull,cull,1,12
regulation,curatorship,curatorship,1,17
regulation,curri,currie,1,22
regulation,curricula,curricula,1,32
regulation,cursori,cursory,1,22
regulation,cutler,cutler,1,21
regulation,cutoff,cutoffs,1,16
regulation,cvc,cvc,1,10
regulation,dad,dad,1,14
regulation,damodaran,damodaran,1,17
regulation,damper,damper,1,17
regulation,dana,dana,1,14
regulation,danmark,danmarks,1,18
regulation,darken,darkens,1,31
regulation,darmin,darmin,1,21
regulation,daughter,daughter,1,37
regulation,davo,davos,1,20
regulation,daylight,daylight,1,27
regulation,dbt,dbt,1,18
regulation,deadweight,deadweight,1,25
regulation,dealership,dealership,1,13
regulation,deaton,deaton,1,13
regulation,debthold,debtholders,1,10
regulation,debut,debut,1,25
regulation,decay,decay,1,32
regulation,decker,decker,1,20
regulation,decod,decoded,1,12
regulation,dedollaris,dedollarisation,1,10
regulation,defianc,defiance,1,10
regulation,defunct,defunct,1,27
regulation,deja,deja,1,21
regulation,dell,dell,1,15
regulation,deloitt,deloitte,1,50
regulation,delphic,delphic,1,15
regulation,delud,delude,1,24
regulation,delus,delusion,1,22
regulation,demarzo,demarzo,1,13
regulation,demat,demat,1,16
regulation,demateri,dematerialization,1,21
regulation,demolish,demolished,1,26
regulation,demutualis,demutualisation,1,19
regulation,denationalis,denationalisation,1,17
regulation,denver,denver,1,26
regulation,deplor,deplored,1,11
regulation,destitut,destitute,1,12
regulation,detain,detain,1,10
regulation,dettl,dettling,1,13
regulation,deutschmark,deutschmark,1,37
regulation,devour,devour,1,17
regulation,deyoung,deyoung,1,10
regulation,dfs,dfs,1,11
regulation,dharma,dharma,1,13
regulation,diaz,diaz,1,83
regulation,dicken,dickens,1,36
regulation,diebold,diebold,1,11
regulation,diez,diez,1,11
regulation,dignitari,dignitaries,1,32
regulation,dijk,dijk,1,17
regulation,dijsselbloem,dijsselbloem,1,14
regulation,dimitri,dimitrious,1,13
regulation,dine,dining,1,65
regulation,diner,diners,1,11
regulation,dinosaur,dinosaur,1,13
regulation,directori,directory,1,12
regulation,discord,discord,1,13
regulation,dishearten,disheartening,1,14
regulation,disillusion,disillusionment,1,28
regulation,disinclin,disinclination,1,15
regulation,disqualifi,disqualify,1,11
regulation,disreput,disrepute,1,13
regulation,dissect,dissect,1,33
regulation,dissert,dissertation,1,29
regulation,disservic,disservice,1,18
regulation,disson,dissonance,1,18
regulation,disyatat,disyatat,1,26
regulation,diw,diw,1,14
regulation,doabl,doable,1,11
regulation,doldrum,doldrums,1,18
regulation,dole,doling,1,13
regulation,dormant,dormant,1,57
regulation,doubter,doubters,1,10
regulation,downright,downright,1,13
regulation,dpr,dpr,1,20
regulation,drachma,drachma,1,21
regulation,drawer,drawer,1,17
regulation,drechsler,drechsler,1,11
regulation,drink,drinking,1,161
regulation,driverless,driverless,1,11
regulation,drone,drone,1,16
regulation,drs,drs,1,15
regulation,drucker,drucker,1,16
regulation,dubai,dubai,1,45
regulation,dunn,dunn,1,11
regulation,duopoli,duopoly,1,10
regulation,durlauf,durlauf,1,37
regulation,dvd,dvd,1,11
regulation,dweller,dwellers,1,11
regulation,dwyer,dwyer,1,12
regulation,dynasti,dynasties,1,13
regulation,ebner,ebner,1,18
regulation,ebt,ebt,1,25
regulation,ecbat,ecbat,1,96
regulation,ecbconfer,ecbconference,1,11
regulation,ecbth,ecbthe,1,12
regulation,eccl,eccles,1,16
regulation,eci,eci,1,20
regulation,ecn,ecns,1,19
regulation,ecuador,ecuador,1,25
regulation,edc,edc,1,12
regulation,edelman,edelman,1,11
regulation,eduardo,eduardo,1,22
regulation,eikon,eikon,1,41
regulation,ein,eine,1,71
regulation,electrif,electrification,1,45
regulation,elena,elena,1,24
regulation,ell,elle,1,19
regulation,ellen,ellen,1,31
regulation,embarrass,embarrassing,1,45
regulation,emili,emily,1,21
regulation,emmanuel,emmanuel,1,46
regulation,empiric,empiricism,1,11
regulation,encash,encashment,1,15
regulation,enclosur,enclosures,1,13
regulation,encor,encore,1,17
regulation,engert,engert,1,10
regulation,engrain,engrained,1,10
regulation,engrav,engraving,1,26
regulation,enrico,enrico,1,12
regulation,enriqu,enrique,1,40
regulation,entwicklungen,entwicklungen,1,12
regulation,epicentr,epicentre,1,82
regulation,epitomis,epitomised,1,38
regulation,epp,epp,1,14
regulation,erdem,erdem,1,49
regulation,erian,erian,1,18
regulation,erik,erik,1,52
regulation,ernesto,ernesto,1,21
regulation,ess,ess,1,10
regulation,etch,etched,1,13
regulation,etienn,etienne,1,27
regulation,eun,eun,1,15
regulation,euronext,euronext,1,10
regulation,europa,europa,1,70
regulation,europaisch,europaische,1,17
regulation,europeenn,europeenne,1,32
regulation,euroscept,eurosceptic,1,12
regulation,everchang,everchanging,1,12
regulation,excl,excl,1,45
regulation,expel,expelled,1,10
regulation,expo,expo,1,23
regulation,extran,extraneous,1,12
regulation,fabian,fabian,1,26
regulation,fad,fad,1,39
regulation,fahri,fahri,1,13
regulation,fallick,fallick,1,29
regulation,falsif,falsifications,1,12
regulation,fanfar,fanfare,1,11
regulation,faria,faria,1,10
regulation,farrar,farrar,1,16
regulation,fasten,fasteners,1,10
regulation,fccbs,fccbs,1,12
regulation,fecht,fecht,1,11
regulation,federalist,federalist,1,15
regulation,feenstra,feenstra,1,14
regulation,feldman,feldman,1,18
regulation,fernand,fernand,1,13
regulation,fernando,fernando,1,46
regulation,fester,festered,1,20
regulation,ffr,ffr,1,10
regulation,finan,finan,1,15
regulation,financiera,financiera,1,10
regulation,findex,findex,1,23
regulation,fingerprint,fingerprint,1,12
regulation,fittest,fittest,1,17
regulation,flint,flint,1,17
regulation,flore,flores,1,18
regulation,florenc,florence,1,46
regulation,flour,flour,1,11
regulation,foi,fois,1,13
regulation,foodstuff,foodstuffs,1,44
regulation,foothil,foothills,1,12
regulation,foothold,foothold,1,39
regulation,forcibl,forcible,1,17
regulation,forgon,forgone,1,15
regulation,forma,forma,1,14
regulation,fortuit,fortuitously,1,45
regulation,fouli,foulis,1,11
regulation,fra,fra,1,34
regulation,fragmentari,fragmentary,1,11
regulation,frailti,frailty,1,16
regulation,frbs,frbs,1,11
regulation,fred,fred,1,56
regulation,freefal,freefall,1,22
regulation,friendship,friendship,1,67
regulation,frill,frills,1,77
regulation,fritter,frittered,1,11
regulation,frns,frns,1,11
regulation,fromth,fromthe,1,10
regulation,fullfledg,fullfledged,1,21
regulation,fulton,fulton,1,16
regulation,fundrais,fundraisers,1,21
regulation,fundssuppli,fundssupplying,1,25
regulation,fusion,fusion,1,23
regulation,fuss,fuss,1,14
regulation,fxcs,fxcs,1,19
regulation,galati,galati,1,15
regulation,gallup,gallup,1,11
regulation,galvan,galvanize,1,23
regulation,garri,garry,1,15
regulation,gauti,gauti,1,49
regulation,gavin,gavin,1,15
regulation,gdi,gdi,1,20
regulation,geanakoplo,geanakoplos,1,22
regulation,geert,geert,1,11
regulation,gene,gene,1,27
regulation,gennaioli,gennaioli,1,14
regulation,geoff,geoff,1,29
regulation,geometr,geometrized,1,32
regulation,gerald,gerald,1,45
regulation,gerali,gerali,1,13
regulation,gfsr,gfsr,1,14
regulation,giannetti,giannetti,1,21
regulation,giev,gieve,1,36
regulation,gile,giles,1,16
regulation,gillian,gillian,1,14
regulation,ginko,ginko,1,14
regulation,giscard,giscard,1,15
regulation,gita,gita,1,20
regulation,giusepp,giuseppe,1,11
regulation,glacial,glacial,1,18
regulation,glasgow,glasgow,1,63
regulation,glick,glick,1,18
regulation,gloomier,gloomier,1,21
regulation,glow,glowing,1,11
regulation,glue,glue,1,16
regulation,gnnt,gnnt,1,11
regulation,goeth,goethe,1,73
regulation,goldbi,goldby,1,10
regulation,goldfajn,goldfajn,1,12
regulation,gomez,gomez,1,46
regulation,gorodnichenko,gorodnichenko,1,50
regulation,gould,goulding,1,20
regulation,gov,gov,1,15
regulation,gracious,graciously,1,31
regulation,gram,gram,1,29
regulation,granger,granger,1,13
regulation,gratif,gratification,1,19
regulation,greenback,greenbacks,1,23
regulation,greenfield,greenfield,1,20
regulation,greg,greg,1,46
regulation,gregg,gregg,1,28
regulation,grim,grim,1,45
regulation,groningen,groningen,1,18
regulation,groshen,groshen,1,12
regulation,groundbreak,groundbreaking,1,25
regulation,groundless,groundless,1,14
regulation,growthenhanc,growthenhancing,1,10
regulation,gurkaynak,gurkaynak,1,45
regulation,gurus,gurus,1,11
regulation,gustavo,gustavo,1,20
regulation,gutierrez,gutierrez,1,26
regulation,gvc,gvc,1,14
regulation,haan,haan,1,38
regulation,haben,haben,1,16
regulation,haddow,haddow,1,17
regulation,hadulla,hadulla,1,32
regulation,hal,hal,1,12
regulation,hamlet,hamlet,1,14
regulation,handelsblatt,handelsblatt,1,17
regulation,handheld,handheld,1,17
regulation,handi,handy,1,37
regulation,handout,handout,1,13
regulation,handsom,handsomely,1,28
regulation,happenst,happenstance,1,11
regulation,harrison,harrison,1,109
regulation,haruhiko,haruhiko,1,183
regulation,harvey,harvey,1,40
regulation,haryana,haryana,1,18
regulation,hash,hash,1,12
regulation,hatr,hatreds,1,15
regulation,haver,haver,1,106
regulation,hawaii,hawaii,1,10
regulation,hay,hayes,1,21
regulation,hdfc,hdfc,1,23
regulation,healthili,healthily,1,19
regulation,heartili,heartily,1,12
regulation,heaviest,heaviest,1,13
regulation,hebbel,hebbel,1,11
regulation,heinrich,heinrich,1,11
regulation,heisei,heisei,1,14
regulation,hell,hell,1,24
regulation,helm,helm,1,33
regulation,heloc,helocs,1,14
regulation,herman,herman,1,28
regulation,hernandez,hernandez,1,21
regulation,hero,heroes,1,61
regulation,herv,herve,1,10
regulation,hiatus,hiatus,1,20
regulation,hibern,hibernation,1,13
regulation,hiccup,hiccups,1,21
regulation,hightech,hightech,1,12
regulation,hindu,hindu,1,37
regulation,hitotsubashi,hitotsubashi,1,20
regulation,hjortso,hjortsoe,1,12
regulation,hmrc,hmrc,1,30
regulation,hokkaido,hokkaido,1,35
regulation,holston,holston,1,50
regulation,homebuild,homebuilding,1,80
regulation,homeless,homeless,1,28
regulation,homemad,homemade,1,11
regulation,hon,hon,1,60
regulation,hongkong,hongkong,1,10
regulation,honkapohja,honkapohja,1,10
regulation,hoogduin,hoogduin,1,12
regulation,hooley,hooley,1,18
regulation,hooper,hooper,1,39
regulation,hopkin,hopkins,1,29
regulation,horribl,horribly,1,21
regulation,horrifi,horrifying,1,11
regulation,horticultur,horticulture,1,35
regulation,hsu,hsu,1,25
regulation,hunger,hunger,1,18
regulation,hunker,hunkered,1,11
regulation,hurst,hurst,1,16
regulation,huw,huw,1,65
regulation,hydro,hydro,1,11
regulation,hydrogen,hydrogen,1,14
regulation,hyman,hyman,1,69
regulation,hypothec,hypothecation,1,18
regulation,iacoviello,iacoviello,1,24
regulation,ibm,ibm,1,23
regulation,icrier,icrier,1,18
regulation,id,ids,1,15
regulation,idealist,idealistic,1,20
regulation,idfc,idfc,1,10
regulation,igidr,igidr,1,18
regulation,ihrig,ihrig,1,48
regulation,iib,iibs,1,12
regulation,ikeda,ikeda,1,14
regulation,ilzetzki,ilzetzki,1,13
regulation,imaginari,imaginary,1,23
regulation,ime,imes,1,56
regulation,immobilis,immobilised,1,20
regulation,immort,immortal,1,10
regulation,imp,imps,1,28
regulation,impenetr,impenetrable,1,16
regulation,impervi,imperviousness,1,31
regulation,imponder,imponderables,1,27
regulation,impoverish,impoverishment,1,43
regulation,impregn,impregnated,1,11
regulation,imprison,imprisoned,1,17
regulation,inauspici,inauspicious,1,13
regulation,incapac,incapacity,1,16
regulation,incapacit,incapacitating,1,10
regulation,incit,incite,1,12
regulation,incontrovert,incontrovertible,1,15
regulation,indecis,indecision,1,18
regulation,indictor,indictors,1,12
regulation,indisciplin,indiscipline,1,16
regulation,individualist,individualistic,1,19
regulation,industrialist,industrialists,1,38
regulation,ine,ine,1,22
regulation,inegi,inegi,1,20
regulation,inert,inert,1,10
regulation,inestim,inestimable,1,10
regulation,inexplic,inexplicably,1,30
regulation,infant,infants,1,36
regulation,infiltr,infiltrate,1,12
regulation,inflationcontrol,inflationcontrol,1,10
regulation,ingeni,ingenious,1,30
regulation,inhous,inhouse,1,15
regulation,injur,injured,1,15
regulation,injustic,injustices,1,27
regulation,innocu,innocuous,1,21
regulation,innumer,innumerable,1,37
regulation,insidi,insidiously,1,29
regulation,inst,inst,1,10
regulation,insurg,insurgent,1,10
regulation,intellect,intellect,1,34
regulation,intercontinent,intercontinental,1,18
regulation,interlud,interlude,1,11
regulation,intermeet,intermeeting,1,21
regulation,international,internationales,1,32
regulation,internship,internship,1,17
regulation,interpos,interposing,1,14
regulation,interquartil,interquartile,1,27
regulation,intraregion,intraregional,1,23
regulation,intrud,intrude,1,26
regulation,inventor,inventors,1,22
regulation,io,ios,1,14
regulation,iphon,iphone,1,24
regulation,iren,irene,1,29
regulation,irreplac,irreplaceable,1,16
regulation,isabel,isabel,1,95
regulation,isolation,isolationism,1,11
regulation,ist,ist,1,50
regulation,itskhoki,itskhoki,1,17
regulation,ivan,ivan,1,40
regulation,ivashina,ivashina,1,11
regulation,izanagi,izanagi,1,18
regulation,jackman,jackman,1,33
regulation,jain,jain,1,45
regulation,jakob,jakob,1,19
regulation,japanif,japanification,1,11
regulation,jar,jars,1,19
regulation,jaw,jaw,1,10
regulation,jay,jay,1,25
regulation,jcb,jcb,1,11
regulation,jealous,jealously,1,10
regulation,jekyl,jekyll,1,10
regulation,jfcrgen,jfcrgen,1,19
regulation,jimmi,jimmy,1,20
regulation,jin,jin,1,24
regulation,jitter,jitters,1,14
regulation,joanna,joanna,1,15
